order_fact_key,order_id,customer_id,product_id,region_id,ship_mode_id,order_date,ship_date,discount,unit_price,discount_amount,discount_price,shipping_cost,quantity,total_price,is_return
3875,86743,1458,1117,1625,3,2012-02-19,2012-02-21,0.02,6.75,0.14,6.62,2.99,4,26.48,False
3876,86743,1458,608,1625,1,2012-02-19,2012-02-21,0.03,243.98,7.32,236.66,43.32,4,946.64,False
3877,86748,1458,994,1625,3,2013-05-12,2013-05-15,0.05,2.62,0.13,2.49,0.8,10,24.9,False
3878,86734,1459,83,1321,3,2010-04-05,2010-04-07,0.05,85.99,4.3,81.69,0.99,4,326.76,False
3879,86738,1459,576,1321,3,2011-02-27,2011-03-01,0.09,599.99,54.0,545.99,24.49,8,4367.92,False
3880,86738,1459,1066,1321,2,2011-02-27,2011-02-28,0.06,125.99,7.56,118.43,7.69,2,236.86,False
3881,86744,1459,963,1321,3,2012-12-19,2012-12-19,0.1,96.45,9.65,86.81,13.99,16,1388.96,False
3882,86744,1459,615,1321,1,2012-12-19,2012-12-21,0.03,159.31,4.78,154.53,60.0,13,2008.89,False
3883,86746,1459,129,1321,2,2013-02-27,2013-03-01,0.04,5.88,0.24,5.64,3.04,1,5.64,False
3884,86397,1461,508,109,3,2010-12-02,2010-12-04,0.05,12.95,0.65,12.3,4.98,19,233.7,False
3885,86400,1461,891,109,3,2011-10-26,2011-10-28,0.02,15.28,0.31,14.97,10.91,8,119.76,False
3886,86400,1461,161,109,1,2011-10-26,2011-10-27,0.01,300.98,3.01,297.97,54.92,18,5363.46,False
3887,86408,1461,643,109,2,2013-05-26,2013-05-30,0.09,65.99,5.94,60.05,5.99,13,780.65,False
3888,86403,1462,1257,110,3,2012-04-29,2012-05-06,0.08,11.29,0.9,10.39,5.03,13,135.07,False
3889,86404,1462,1,110,3,2012-06-18,2012-06-19,0.0,8.74,0.0,8.74,1.39,13,113.62,False
3890,86407,1462,602,110,1,2013-03-15,2013-03-16,0.1,100.98,10.1,90.88,26.22,1,90.88,False
3891,86407,1462,369,110,3,2013-03-15,2013-03-16,0.03,51.65,1.55,50.1,18.45,2,100.2,False
3892,86408,1462,182,110,3,2013-05-26,2013-06-02,0.04,4.91,0.2,4.71,0.5,16,75.36,False
3893,86408,1462,494,110,3,2013-05-26,2013-06-02,0.09,27.75,2.5,25.25,19.99,1,25.25,False
3894,86399,1463,718,111,1,2011-09-29,2011-10-01,0.09,90.97,8.19,82.78,28.0,13,1076.14,False
3895,86401,1463,1186,111,3,2011-12-03,2011-12-05,0.09,104.85,9.44,95.41,4.65,11,1049.51,False
3896,86402,1463,280,111,3,2011-12-11,2011-12-12,0.04,20.15,0.81,19.34,8.99,13,251.42,False
3897,86405,1463,510,111,2,2012-12-07,2012-12-07,0.06,420.98,25.26,395.72,19.99,10,3957.2,False
3898,86405,1463,360,111,3,2012-12-07,2012-12-09,0.1,26.48,2.65,23.83,6.93,25,595.75,False
3899,86406,1463,1204,111,3,2013-01-06,2013-01-06,0.02,30.98,0.62,30.36,17.08,13,394.68,False
3900,86406,1463,289,111,1,2013-01-06,2013-01-08,0.07,348.21,24.37,323.84,40.19,12,3886.08,False
3901,86398,1464,610,112,1,2011-02-12,2011-02-14,0.03,226.67,6.8,219.87,28.16,6,1319.22,False
3902,91115,1466,40,299,3,2010-06-11,2010-06-13,0.0,65.99,0.0,65.99,8.99,10,659.9,False
3903,91116,1466,837,299,1,2010-06-12,2010-06-12,0.04,130.98,5.24,125.74,54.74,14,1760.36,False
3904,91117,1466,1253,299,3,2012-02-05,2012-02-06,0.08,6.48,0.52,5.96,5.14,5,29.8,False
3905,91117,1466,775,299,3,2012-02-05,2012-02-05,0.0,34.76,0.0,34.76,8.22,12,417.12,False
3906,91119,1466,1131,299,3,2012-07-21,2012-07-28,0.07,6.69,0.47,6.22,3.1,6,37.32,False
3907,91120,1466,198,299,3,2013-07-05,2013-07-06,0.02,3.69,0.07,3.62,0.5,1,3.62,False
3908,91121,1467,1046,1635,3,2013-12-18,2013-12-19,0.09,45.98,4.14,41.84,4.8,13,543.92,False
3909,91118,1468,301,1636,1,2012-07-02,2012-07-02,0.09,150.98,13.59,137.39,66.27,5,686.95,False
3910,91121,1468,566,1636,3,2013-12-18,2013-12-19,0.03,300.97,9.03,291.94,7.18,15,4379.1,False
3911,91121,1468,1102,1636,3,2013-12-18,2013-12-20,0.0,29.89,0.0,29.89,1.99,1,29.89,False
3912,91121,1468,850,1636,3,2013-12-18,2013-12-19,0.0,15.57,0.0,15.57,1.39,25,389.25,False
3913,91116,1469,405,1637,3,2010-06-12,2010-06-16,0.04,105.29,4.21,101.08,10.12,9,909.72,False
3914,91116,1469,611,1637,1,2010-06-12,2010-06-14,0.07,31.76,2.22,29.54,45.51,18,531.72,False
3915,87080,1471,134,975,3,2011-10-13,2011-10-15,0.09,152.48,13.72,138.76,4.0,13,1803.88,False
3916,87083,1471,765,975,3,2013-09-04,2013-09-05,0.0,20.97,0.0,20.97,6.5,17,356.49,False
3917,87077,1471,510,975,3,2010-03-21,2010-03-22,0.03,420.98,12.63,408.35,19.99,10,4083.5,False
3918,87083,1471,1193,975,3,2013-09-04,2013-09-06,0.07,4.98,0.35,4.63,5.49,12,55.56,False
3919,87078,1472,727,976,2,2010-06-30,2010-07-01,0.02,30.98,0.62,30.36,6.5,17,516.12,False
3920,87079,1472,479,976,3,2010-11-25,2010-11-26,0.05,20.27,1.01,19.26,3.99,30,577.8,False
3921,87082,1472,1196,976,3,2013-07-11,2013-07-18,0.0,6.68,0.0,6.68,7.3,9,60.12,False
3922,87085,1472,816,976,1,2013-10-29,2013-11-01,0.03,180.98,5.43,175.55,30.0,16,2808.8,False
3923,87085,1472,1102,976,3,2013-10-29,2013-10-31,0.05,29.89,1.49,28.4,1.99,22,624.8,False
3924,87076,1473,758,979,2,2010-01-21,2010-01-22,0.04,9.78,0.39,9.39,1.99,9,84.51,False
3925,87081,1473,1258,979,3,2013-01-21,2013-01-23,0.04,7.84,0.31,7.53,4.71,3,22.59,False
3926,87084,1473,913,979,2,2013-09-10,2013-09-12,0.06,128.24,7.69,120.55,12.65,13,1567.15,False
3927,91163,1475,943,1705,3,2011-11-07,2011-11-09,0.07,3.52,0.25,3.27,6.83,20,65.4,False
3928,91164,1476,845,1706,1,2012-07-30,2012-07-31,0.1,264.98,26.5,238.48,17.86,14,3338.72,False
3929,91165,1476,721,1706,2,2013-07-09,2013-07-16,0.02,28.53,0.57,27.96,1.49,12,335.52,False
3930,90745,1478,312,1111,3,2011-06-19,2011-06-20,0.0,17.98,0.0,17.98,8.51,17,305.66,False
3931,90746,1479,765,989,3,2011-11-14,2011-11-19,0.06,20.97,1.26,19.71,6.5,24,473.04,False
3932,90747,1479,713,989,2,2012-05-04,2012-05-04,0.09,2.52,0.23,2.29,1.92,17,38.93,False
3933,90748,1479,933,989,1,2012-08-14,2012-08-16,0.08,114.98,9.2,105.78,58.72,14,1480.92,False
3934,90747,1480,229,451,3,2012-05-04,2012-05-06,0.05,3.38,0.17,3.21,1.09,13,41.73,False
3935,88005,1492,612,288,1,2011-02-07,2011-02-09,0.05,70.98,3.55,67.43,26.74,3,202.29,False
3936,88013,1492,165,288,1,2013-10-30,2013-10-30,0.01,100.98,1.01,99.97,15.66,25,2499.25,False
3937,90731,1499,287,1111,1,2010-02-04,2010-02-05,0.08,146.05,11.68,134.37,80.2,11,1478.07,False
3938,90747,1480,324,451,3,2012-05-04,2012-05-06,0.05,80.98,4.05,76.93,35.0,18,1384.74,False
3939,90747,1480,62,451,3,2012-05-04,2012-05-05,0.05,125.99,6.3,119.69,5.63,13,1555.97,False
3940,90749,1480,614,451,1,2013-07-26,2013-07-28,0.06,216.6,13.0,203.6,64.2,6,1221.6,False
3941,90749,1480,902,451,3,2013-07-26,2013-08-02,0.03,16.74,0.5,16.24,7.04,3,48.72,False
3942,53953,1481,887,1466,3,2010-03-27,2010-03-28,0.07,8.95,0.63,8.32,2.01,36,299.52,False
3943,26851,1481,236,1466,3,2012-07-24,2012-07-26,0.07,1.7,0.12,1.58,1.99,59,93.22,False
3944,33732,1481,414,1466,3,2013-08-28,2013-08-29,0.05,9.65,0.48,9.17,6.22,66,605.22,False
3945,91362,1482,887,178,3,2010-03-27,2010-03-28,0.07,8.95,0.63,8.32,2.01,9,74.88,False
3946,91363,1482,414,178,3,2010-08-28,2010-08-29,0.05,9.65,0.48,9.17,6.22,15,137.55,False
3947,91364,1482,236,178,3,2012-07-24,2012-07-26,0.07,1.7,0.12,1.58,1.99,15,23.7,False
3948,91235,1484,1088,29,3,2010-03-11,2010-03-14,0.06,99.99,6.0,93.99,19.99,3,281.97,False
3949,91235,1484,491,29,3,2010-03-11,2010-03-12,0.0,193.17,0.0,193.17,19.99,5,965.85,False
3950,91235,1484,87,29,2,2010-03-11,2010-03-11,0.08,20.99,1.68,19.31,3.3,11,212.41,False
3951,91237,1484,381,29,3,2013-03-15,2013-03-17,0.09,36.55,3.29,33.26,13.89,4,133.04,False
3952,91236,1485,651,30,3,2010-08-20,2010-08-23,0.04,11.5,0.46,11.04,7.19,14,154.56,False
3953,91236,1485,570,30,3,2010-08-20,2010-08-21,0.02,15.7,0.31,15.39,11.25,1,15.39,False
3954,91236,1485,1055,30,1,2010-08-20,2010-08-22,0.05,225.02,11.25,213.77,28.66,21,4489.17,False
3955,91238,1485,61,30,3,2013-06-07,2013-06-08,0.02,65.99,1.32,64.67,8.99,4,258.68,False
3956,86472,1486,1036,112,3,2011-09-25,2011-09-26,0.06,65.99,3.96,62.03,8.99,17,1054.51,False
3957,86474,1486,913,112,2,2012-08-25,2012-08-27,0.04,128.24,5.13,123.11,12.65,18,2215.98,False
3958,86471,1487,1102,113,3,2011-05-03,2011-05-03,0.01,29.89,0.3,29.59,1.99,9,266.31,False
3959,86473,1487,166,113,1,2012-06-13,2012-06-15,0.06,180.98,10.86,170.12,55.24,18,3062.16,False
3960,86475,1487,1069,113,3,2012-09-26,2012-09-26,0.01,8.01,0.08,7.93,2.87,23,182.39,False
3961,86475,1487,1222,113,3,2012-09-26,2012-09-27,0.09,4.98,0.45,4.53,5.02,14,63.42,False
3962,8131,1488,1102,880,3,2011-05-03,2011-05-03,0.01,29.89,0.3,29.59,1.99,35,1035.65,False
3963,773,1488,1036,880,3,2011-09-25,2011-09-26,0.06,65.99,3.96,62.03,8.99,69,4280.07,False
3964,30048,1488,166,880,1,2012-06-13,2012-06-15,0.06,180.98,10.86,170.12,55.24,73,12418.76,False
3965,5153,1488,913,880,2,2012-08-25,2012-08-27,0.04,128.24,5.13,123.11,12.65,73,8987.03,False
3966,58947,1488,1069,880,3,2012-09-26,2012-09-26,0.01,8.01,0.08,7.93,2.87,94,745.42,False
3967,58947,1488,1222,880,3,2012-09-26,2012-09-27,0.09,4.98,0.45,4.53,5.02,55,249.15,False
3968,88006,1490,814,1487,3,2011-11-13,2011-11-15,0.03,167.27,5.02,162.25,35.0,33,5354.25,False
3969,88007,1490,759,1487,3,2012-07-06,2012-07-08,0.01,8.56,0.09,8.47,5.16,10,84.7,False
3970,88008,1490,266,1487,3,2012-08-28,2012-08-30,0.01,2.52,0.03,2.49,4.28,8,19.92,False
3971,88009,1490,1120,1487,3,2012-09-11,2012-09-12,0.01,6.54,0.07,6.47,5.27,8,51.76,False
3972,88010,1490,162,1487,3,2012-11-03,2012-11-04,0.07,40.99,2.87,38.12,8.97,11,419.32,False
3973,88011,1490,434,1487,3,2013-01-10,2013-01-14,0.07,13.4,0.94,12.46,4.95,7,87.22,False
3974,88012,1490,1028,1487,3,2013-03-07,2013-03-08,0.05,110.99,5.55,105.44,2.5,3,316.32,False
3975,88012,1491,359,1158,3,2013-03-07,2013-03-10,0.01,20.24,0.2,20.04,8.99,10,200.4,False
3976,88012,1491,494,1158,3,2013-03-07,2013-03-08,0.0,27.75,0.0,27.75,19.99,1,27.75,False
3977,88004,1492,442,288,1,2010-12-16,2010-12-18,0.04,119.99,4.8,115.19,14.0,6,691.14,False
3978,88013,1492,8,288,3,2013-10-30,2013-11-01,0.0,7.35,0.0,7.35,5.96,12,88.2,False
3979,88013,1492,1146,288,3,2013-10-30,2013-10-31,0.1,40.99,4.1,36.89,17.48,10,368.9,False
3980,85880,1494,1107,564,3,2010-09-11,2010-09-13,0.06,8.37,0.5,7.87,10.16,18,141.66,False
3981,85880,1494,1229,564,2,2010-09-11,2010-09-13,0.09,6.48,0.58,5.9,9.17,6,35.4,False
3982,85881,1494,1174,564,3,2011-12-03,2011-12-04,0.01,5.98,0.06,5.92,5.15,7,41.44,False
3983,85885,1494,408,564,3,2012-04-28,2012-04-30,0.08,79.52,6.36,73.16,48.2,1,73.16,False
3984,85885,1494,649,564,3,2012-04-28,2012-04-28,0.09,125.99,11.34,114.65,5.99,1,114.65,False
3985,85888,1494,292,564,1,2012-08-04,2012-08-06,0.09,376.13,33.85,342.28,85.63,11,3765.08,False
3986,85891,1494,931,564,3,2013-06-12,2013-06-12,0.03,43.41,1.3,42.11,2.99,1,42.11,False
3987,85892,1494,1097,564,3,2013-06-26,2013-06-28,0.0,33.29,0.0,33.29,1.99,7,233.03,False
3988,85884,1495,1074,1590,3,2012-01-29,2012-01-30,0.05,70.97,3.55,67.42,3.5,3,202.26,False
3989,85884,1495,1115,1590,3,2012-01-29,2012-01-30,0.09,5.34,0.48,4.86,2.99,11,53.46,False
3990,85886,1495,1217,1590,3,2012-05-20,2012-05-22,0.0,5.98,0.0,5.98,5.46,6,35.88,False
3991,85887,1495,669,1590,3,2012-07-12,2012-07-14,0.1,4.98,0.5,4.48,4.62,10,44.8,False
3992,85887,1495,895,1590,3,2012-07-12,2012-07-13,0.0,7.64,0.0,7.64,5.83,3,22.92,False
3993,85882,1496,1025,854,3,2011-12-17,2011-12-22,0.03,1.86,0.06,1.8,2.58,22,39.6,False
3994,85882,1496,24,854,3,2011-12-17,2011-12-22,0.05,205.99,10.3,195.69,5.99,21,4109.49,False
3995,85880,1497,399,855,3,2010-09-11,2010-09-12,0.09,6.28,0.57,5.71,5.29,2,11.42,False
3996,85880,1497,421,855,3,2010-09-11,2010-09-13,0.03,15.14,0.45,14.69,4.53,17,249.73,False
3997,85883,1497,290,855,1,2011-12-20,2011-12-22,0.08,400.98,32.08,368.9,42.52,15,5533.5,False
3998,85883,1497,440,855,3,2011-12-20,2011-12-23,0.01,205.99,2.06,203.93,2.79,15,3058.95,False
3999,90731,1499,1238,1111,3,2010-02-04,2010-02-05,0.03,6.48,0.19,6.29,6.6,9,56.61,False
4000,85883,1497,814,855,3,2011-12-20,2011-12-23,0.0,167.27,0.0,167.27,35.0,20,3345.4,False
4001,85889,1497,106,855,2,2013-01-23,2013-01-30,0.01,5.38,0.05,5.33,7.57,13,69.29,False
4002,85890,1497,509,855,3,2013-02-08,2013-02-09,0.03,15.16,0.45,14.71,15.09,10,147.1,False
4003,90731,1499,853,1111,3,2010-02-04,2010-02-05,0.05,2.16,0.11,2.05,6.05,8,16.4,False
4004,90732,1499,1103,1111,3,2011-10-06,2011-10-13,0.04,45.19,1.81,43.38,1.99,16,694.08,False
4005,90734,1500,1,1112,3,2013-10-31,2013-10-31,0.08,8.74,0.7,8.04,8.29,26,209.04,False
4006,89193,1502,178,1112,3,2010-11-07,2010-11-10,0.08,3.69,0.3,3.39,0.5,38,128.82,False
4007,89194,1502,883,1112,2,2010-12-29,2011-01-03,0.08,5.84,0.47,5.37,1.0,11,59.07,False
4008,89194,1502,1012,1112,3,2010-12-29,2011-01-02,0.0,205.99,0.0,205.99,8.99,13,2677.87,False
4009,89196,1502,134,1112,3,2012-10-16,2012-10-16,0.04,152.48,6.1,146.38,6.5,8,1171.04,False
4010,89196,1502,1170,1112,3,2012-10-16,2012-10-21,0.01,4.98,0.05,4.93,7.28,14,69.02,False
4011,89195,1503,1043,25,3,2012-06-04,2012-06-06,0.02,19.99,0.4,19.59,11.17,1,19.59,False
4012,89197,1503,555,25,1,2012-12-30,2013-01-01,0.05,300.98,15.05,285.93,64.73,12,3431.16,False
4013,89197,1503,561,25,1,2012-12-30,2013-01-02,0.07,500.98,35.07,465.91,26.0,11,5125.01,False
4014,89197,1503,1103,25,3,2012-12-30,2012-12-31,0.04,45.19,1.81,43.38,1.99,9,390.42,False
4015,89198,1503,172,25,3,2013-07-16,2013-07-19,0.0,2.61,0.0,2.61,0.5,12,31.32,False
4016,86181,1505,88,356,3,2010-06-13,2010-06-18,0.0,85.99,0.0,85.99,0.99,6,515.94,False
4017,86825,1526,1079,1059,3,2013-11-28,2013-11-29,0.06,60.98,3.66,57.32,19.99,41,2350.12,False
4018,86972,1575,857,1282,3,2013-06-14,2013-06-16,0.06,205.99,12.36,193.63,5.0,10,1936.3,False
4019,90940,1577,548,1448,1,2013-02-11,2013-02-13,0.1,95.98,9.6,86.38,58.2,13,1122.94,False
4020,86182,1505,414,356,3,2011-03-08,2011-03-15,0.01,9.65,0.1,9.55,6.22,1,9.55,False
4021,86183,1505,1128,356,3,2013-03-16,2013-03-17,0.06,6.45,0.39,6.06,1.34,3,18.18,False
4022,88377,1507,750,934,3,2011-02-27,2011-03-04,0.01,12.97,0.13,12.84,1.49,2,25.68,False
4023,88377,1507,1028,934,3,2011-02-27,2011-03-03,0.04,110.99,4.44,106.55,2.5,2,213.1,False
4024,88378,1507,257,934,1,2011-07-07,2011-07-09,0.08,259.71,20.78,238.93,66.67,2,477.86,False
4025,88379,1507,165,934,1,2011-12-07,2011-12-09,0.01,100.98,1.01,99.97,15.66,1,99.97,False
4026,88379,1507,558,934,1,2011-12-07,2011-12-08,0.08,89.99,7.2,82.79,42.0,6,496.74,False
4027,90308,1509,906,113,3,2013-09-10,2013-09-12,0.09,110.98,9.99,100.99,13.99,17,1716.83,False
4028,90308,1509,993,113,3,2013-09-10,2013-09-12,0.07,2.18,0.15,2.03,5.0,14,28.42,False
4029,90305,1510,490,114,3,2011-05-05,2011-05-07,0.09,60.22,5.42,54.8,3.5,16,876.8,False
4030,90305,1510,315,114,3,2011-05-05,2011-05-07,0.07,199.99,14.0,185.99,24.49,8,1487.92,False
4031,90306,1510,662,114,3,2011-05-12,2011-05-13,0.0,30.98,0.0,30.98,5.76,3,92.94,False
4032,90306,1510,967,114,3,2011-05-12,2011-05-13,0.04,19.98,0.8,19.18,8.68,12,230.16,False
4033,90308,1510,313,114,3,2013-09-10,2013-09-15,0.02,699.99,14.0,685.99,24.49,5,3429.95,False
4034,90308,1510,733,114,3,2013-09-10,2013-09-14,0.04,110.99,4.44,106.55,8.99,13,1385.15,False
4035,90303,1511,218,115,3,2010-12-22,2010-12-24,0.09,20.98,1.89,19.09,1.49,14,267.26,False
4036,90307,1511,352,115,3,2013-08-11,2013-08-13,0.01,10.68,0.11,10.57,13.04,3,31.71,False
4037,90307,1511,906,115,3,2013-08-11,2013-08-13,0.06,110.98,6.66,104.32,13.99,13,1356.16,False
4038,90307,1511,639,115,3,2013-08-11,2013-08-12,0.08,6.68,0.53,6.15,6.93,19,116.85,False
4039,90304,1512,567,117,3,2011-02-12,2011-02-12,0.01,9.99,0.1,9.89,11.59,11,108.79,False
4040,90467,1514,549,30,1,2013-02-23,2013-03-01,0.04,50.98,2.04,48.94,14.19,7,342.58,False
4041,90307,1511,1044,115,3,2013-08-11,2013-08-12,0.03,105.98,3.18,102.8,13.99,25,2570.0,False
4042,90304,1512,596,117,1,2011-02-12,2011-02-13,0.09,280.98,25.29,255.69,57.0,4,1022.76,False
4043,90467,1514,254,30,1,2013-02-23,2013-03-01,0.04,124.49,4.98,119.51,51.94,9,1075.59,False
4044,90468,1514,474,30,3,2013-03-23,2013-03-24,0.07,5.81,0.41,5.4,8.49,1,5.4,False
4045,90467,1515,208,31,3,2013-02-23,2013-03-03,0.09,22.38,2.01,20.37,15.1,4,81.48,False
4046,89960,1517,718,518,1,2013-11-10,2013-11-12,0.01,90.97,0.91,90.06,28.0,24,2161.44,False
4047,89960,1518,934,527,1,2013-11-10,2013-11-11,0.05,114.98,5.75,109.23,51.42,14,1529.22,False
4048,89957,1519,1143,538,3,2010-12-14,2010-12-14,0.06,55.48,3.33,52.15,4.85,19,990.85,False
4049,89959,1520,493,692,3,2013-09-02,2013-09-03,0.06,140.85,8.45,132.4,19.99,19,2515.6,False
4050,89960,1521,506,700,3,2013-11-10,2013-11-12,0.02,2.12,0.04,2.08,1.99,14,29.12,False
4051,89957,1522,553,244,1,2010-12-14,2010-12-15,0.1,122.99,12.3,110.69,70.2,17,1881.73,False
4052,89958,1522,190,244,3,2012-03-10,2012-03-10,0.07,4.13,0.29,3.84,0.5,9,34.56,False
4053,89959,1523,867,1043,3,2013-09-02,2013-09-02,0.1,12.21,1.22,10.99,4.81,12,131.88,False
4054,86818,1525,1171,1058,3,2011-12-26,2011-12-27,0.05,4.28,0.21,4.07,6.72,7,28.49,False
4055,86823,1525,1184,1058,3,2013-08-23,2013-08-27,0.09,55.48,4.99,50.49,14.3,4,201.96,False
4056,86812,1526,1136,1059,3,2010-02-10,2010-02-11,0.04,11.34,0.45,10.89,5.01,10,108.9,False
4057,86817,1526,594,1059,1,2011-12-10,2011-12-17,0.01,68.81,0.69,68.12,60.0,12,817.44,False
4058,86817,1526,330,1059,1,2011-12-10,2011-12-12,0.07,550.98,38.57,512.41,64.59,11,5636.51,False
4059,86818,1526,301,1059,1,2011-12-26,2011-12-28,0.03,150.98,4.53,146.45,66.27,1,146.45,False
4060,86818,1526,11,1059,3,2011-12-26,2011-12-29,0.1,20.99,2.1,18.89,4.81,11,207.79,False
4061,86822,1526,1163,1059,3,2013-06-15,2013-06-16,0.02,48.94,0.98,47.96,5.86,15,719.4,False
4062,86813,1527,285,1060,2,2010-07-09,2010-07-11,0.03,30.98,0.93,30.05,8.99,5,150.25,False
4063,86814,1527,63,1060,3,2010-09-30,2010-10-09,0.03,65.99,1.98,64.01,5.26,23,1472.23,False
4064,86815,1527,768,1060,3,2010-11-21,2010-11-28,0.09,50.98,4.59,46.39,6.5,28,1298.92,False
4065,86819,1527,781,1060,3,2012-08-14,2012-08-15,0.02,5.84,0.12,5.72,1.2,1,5.72,False
4066,86820,1527,686,1060,2,2012-12-05,2012-12-12,0.02,4.2,0.08,4.12,2.26,13,53.56,False
4067,86813,1528,511,1280,3,2010-07-09,2010-07-11,0.01,525.98,5.26,520.72,19.99,9,4686.48,False
4068,86816,1528,763,1280,3,2011-09-09,2011-09-10,0.08,26.31,2.1,24.21,5.89,9,217.89,False
4069,86821,1528,524,1280,3,2013-06-09,2013-06-10,0.0,15.01,0.0,15.01,8.4,16,240.16,False
4070,86824,1528,941,1280,3,2013-09-09,2013-09-09,0.02,7.31,0.15,7.16,0.49,1,7.16,False
4071,88853,1530,831,1488,1,2012-07-07,2012-07-09,0.06,3502.14,210.13,3292.01,8.73,1,3292.01,False
4072,88854,1530,1138,1488,3,2012-09-04,2012-09-04,0.04,12.28,0.49,11.79,6.47,8,94.32,False
4073,88854,1530,48,1488,3,2012-09-04,2012-09-07,0.1,65.99,6.6,59.39,8.8,16,950.24,False
4074,88852,1531,192,1158,3,2010-07-17,2010-07-18,0.07,4.91,0.34,4.57,0.5,6,27.42,False
4075,88853,1531,82,1158,3,2012-07-07,2012-07-09,0.07,55.99,3.92,52.07,1.25,8,416.56,False
4076,88855,1531,609,1158,1,2012-11-01,2012-11-02,0.0,120.98,0.0,120.98,30.0,31,3750.38,False
4077,88855,1531,732,1158,3,2012-11-01,2012-11-02,0.1,209.84,20.98,188.86,21.21,12,2266.32,False
4078,88856,1531,749,1158,3,2013-03-22,2013-03-24,0.01,17.48,0.17,17.31,1.99,2,34.62,False
4079,91328,1533,746,295,3,2010-08-06,2010-08-07,0.02,4.89,0.1,4.79,4.93,14,67.06,False
4080,91328,1533,898,295,3,2010-08-06,2010-08-07,0.07,10.06,0.7,9.36,2.06,5,46.8,False
4081,91329,1534,312,297,3,2013-05-28,2013-05-29,0.1,17.98,1.8,16.18,8.51,2,32.36,False
4082,91329,1534,347,297,3,2013-05-28,2013-05-29,0.08,10.9,0.87,10.03,7.46,7,70.21,False
4083,91330,1533,671,295,3,2013-10-17,2013-10-18,0.08,5.98,0.48,5.5,4.38,6,33.0,False
4084,90422,1536,329,1448,1,2011-11-06,2011-11-07,0.1,320.64,32.06,288.58,43.57,7,2020.06,False
4085,90425,1536,657,1448,3,2012-09-29,2012-10-01,0.09,3.98,0.36,3.62,5.26,20,72.4,False
4086,90425,1536,1110,1448,3,2012-09-29,2012-09-30,0.07,4.73,0.33,4.4,1.52,11,48.4,False
4087,90427,1536,228,1448,3,2013-06-01,2013-06-02,0.07,4.98,0.35,4.63,0.49,11,50.93,False
4088,90428,1536,580,1448,1,2013-10-18,2013-10-20,0.05,500.98,25.05,475.93,28.14,6,2855.58,False
4089,90426,1537,325,244,3,2013-01-19,2013-01-20,0.08,110.98,8.88,102.1,35.0,4,408.4,False
4090,90426,1537,297,244,1,2013-01-19,2013-01-21,0.03,212.6,6.38,206.22,110.2,2,412.44,False
4091,90426,1537,917,244,1,2013-01-19,2013-01-21,0.1,349.45,34.95,314.51,60.0,12,3774.12,False
4092,90423,1538,1164,396,3,2012-04-29,2012-04-30,0.03,48.91,1.47,47.44,5.97,13,616.72,False
4093,90423,1538,605,396,1,2012-04-29,2012-05-01,0.08,296.18,23.69,272.49,54.12,14,3814.86,False
4094,90424,1538,1044,396,3,2012-09-10,2012-09-11,0.06,105.98,6.36,99.62,13.99,2,199.24,False
4095,90424,1538,844,396,3,2012-09-10,2012-09-12,0.1,34.58,3.46,31.12,8.99,18,560.16,False
4096,90429,1538,799,396,3,2013-10-30,2013-11-01,0.01,2.88,0.03,2.85,0.7,15,42.75,False
4097,87784,1540,348,1113,3,2011-08-04,2011-08-05,0.09,1.82,0.16,1.66,1.0,16,26.56,False
4098,87786,1540,1020,1113,2,2012-07-03,2012-07-06,0.09,2.18,0.2,1.98,0.78,2,3.96,False
4099,87786,1540,735,1113,3,2012-07-03,2012-07-05,0.09,125.99,11.34,114.65,8.08,2,229.3,False
4100,87505,1552,1039,1253,3,2013-10-24,2013-10-24,0.07,40.97,2.87,38.1,1.99,5,190.5,False
4101,87432,1558,755,1352,3,2013-04-15,2013-04-16,0.01,22.98,0.23,22.75,1.99,10,227.5,False
4102,87424,1559,610,1353,1,2010-04-15,2010-04-17,0.1,226.67,22.67,204.0,28.16,5,1020.0,False
4103,88093,1561,976,407,3,2010-03-01,2010-03-02,0.02,11.34,0.23,11.11,11.25,9,99.99,False
4104,87788,1540,412,1113,3,2013-09-26,2013-09-28,0.07,40.89,2.86,38.03,18.98,3,114.09,False
4105,87787,1541,1120,1114,2,2013-05-09,2013-05-09,0.0,6.54,0.0,6.54,5.27,9,58.86,False
4106,87787,1541,663,1114,3,2013-05-09,2013-05-10,0.07,35.77,2.5,33.27,9.02,9,299.43,False
4107,87789,1541,618,1114,1,2013-10-05,2013-10-06,0.09,227.55,20.48,207.07,32.48,25,5176.75,False
4108,87785,1542,505,25,3,2011-09-23,2011-09-25,0.08,40.96,3.28,37.68,1.99,12,452.16,False
4109,88493,1544,252,70,3,2011-10-11,2011-10-13,0.1,7.99,0.8,7.19,5.03,20,143.8,False
4110,88495,1544,871,70,3,2012-06-20,2012-06-22,0.1,2.78,0.28,2.5,1.34,16,40.0,False
4111,88489,1545,951,117,3,2011-05-21,2011-05-23,0.04,499.99,20.0,479.99,24.49,2,959.98,False
4112,88490,1545,345,117,3,2011-06-17,2011-06-18,0.01,56.96,0.57,56.39,13.22,7,394.73,False
4113,88490,1545,1060,117,3,2011-06-17,2011-06-18,0.05,279.48,13.97,265.51,35.0,1,265.51,False
4114,88497,1545,1260,117,3,2012-09-15,2012-09-17,0.06,49.99,3.0,46.99,19.99,9,422.91,False
