region_id,region,state_or_province,city,postal_code,total_revenue,total_customers,revenue_per_customer,total_orders,order_value,return_rate,avg_order_value
671,East,Massachusetts,New Bedford,2740,19.46,1,19.46,1,,0.0,19.46
672,East,Massachusetts,New Bedford,2744,94.44,1,94.44,1,,0.0,94.44
673,East,Massachusetts,Newburyport,1950,9.57,1,9.57,1,,0.0,9.57
674,East,Massachusetts,Newton,2456,134.16,1,134.16,1,,0.0,134.16
675,East,Massachusetts,North Andover,1845,1868.08,1,1868.08,2,,0.0,934.04
676,East,Massachusetts,North Pembroke,2358,1509.86,2,754.93,2,,0.0,754.93
677,East,Massachusetts,Northampton,1060,223.4,1,223.4,1,,0.0,223.4
678,East,Massachusetts,Norton,2766,97.5,1,97.5,1,,0.0,97.5
679,East,Massachusetts,Norwood,2062,267.4,1,267.4,1,,0.0,267.4
680,East,Massachusetts,Oxford,1540,17.07,1,17.07,1,,0.0,17.07
681,East,Massachusetts,Palmer,1069,87.08,1,87.08,1,,0.0,87.08
682,East,Massachusetts,Pepperell,1463,620.2,2,310.1,2,,0.0,310.1
683,East,Massachusetts,Plymouth,2345,40.6,1,40.6,1,,0.0,40.6
684,East,Massachusetts,Quincy,2169,4532.94,1,4532.94,1,,0.0,4532.94
685,East,Massachusetts,Reading,1867,4691.31,1,4691.31,1,,0.0,4691.31
686,East,Massachusetts,Revere,2151,1554.98,1,1554.98,1,,0.0,1554.98
687,East,Massachusetts,Rockland,2370,981.84,1,981.84,1,,0.0,981.84
688,East,Massachusetts,Sandwich,2563,343.84,1,343.84,1,,0.0,343.84
689,East,Massachusetts,Saugus,1906,100.24,1,100.24,1,,0.0,100.24
690,East,Massachusetts,Scituate,2040,8.04,1,8.04,1,,0.0,8.04
691,East,Massachusetts,Sharon,2067,37.66,1,37.66,1,,0.0,37.66
692,East,Massachusetts,Shrewsbury,1545,2515.6,1,2515.6,1,,0.0,2515.6
693,East,Massachusetts,Somerset,2725,20.7,1,20.7,1,,0.0,20.7
694,East,Massachusetts,Somerville,2145,457.2,1,457.2,1,,0.0,457.2
695,East,Massachusetts,South Boston,2127,5147.45,2,2573.73,3,,0.0,1715.82
696,East,Massachusetts,South Hadley,1075,12679.71,1,12679.71,2,,0.0,6339.86
697,East,Massachusetts,Southbridge,1550,8389.85,2,4194.93,2,,0.0,4194.93
698,East,Massachusetts,Springfield,1108,16.96,1,16.96,1,,0.0,16.96
699,East,Massachusetts,Stoneham,2180,929.2,1,929.2,1,,0.0,929.2
700,East,Massachusetts,Stoughton,2072,29.12,1,29.12,1,,0.0,29.12
701,East,Massachusetts,Sudbury,1776,1310.0,1,1310.0,1,,0.0,1310.0
702,East,Massachusetts,Swansea,2777,262.56,1,262.56,1,,0.0,262.56
703,East,Massachusetts,Taunton,2718,848.25,1,848.25,1,,0.0,848.25
704,East,Massachusetts,Tewksbury,1876,1158.01,1,1158.01,1,,0.0,1158.01
705,East,Massachusetts,Townsend,1469,495.43,1,495.43,1,,0.0,495.43
706,East,Massachusetts,Wakefield,1880,35.27,1,35.27,1,,0.0,35.27
707,East,Massachusetts,Walpole,2032,768.02,1,768.02,1,,0.0,768.02
708,East,Massachusetts,Waltham,2451,65.41,2,32.71,2,,0.0,32.71
709,East,Massachusetts,Watertown,2471,11.3,1,11.3,1,,0.0,11.3
710,East,Massachusetts,Webster,1570,27.2,1,27.2,1,,0.0,27.2
711,East,Massachusetts,Wellesley,2457,2304.42,5,460.88,5,,0.0,460.88
712,East,Massachusetts,West Springfield,1089,445.49,1,445.49,1,,0.0,445.49
713,East,Massachusetts,Westborough,1580,735.73,1,735.73,1,,0.0,735.73
714,East,Massachusetts,Westford,1886,160.88,1,160.88,1,,0.0,160.88
715,East,Massachusetts,Weymouth,2190,1978.28,1,1978.28,1,,0.0,1978.28
716,East,Massachusetts,Wilbraham,1095,72.18,1,72.18,1,,0.0,72.18
717,East,Massachusetts,Wilmington,1887,107.64,1,107.64,1,,0.0,107.64
718,East,Massachusetts,Winchester,1890,54.54,1,54.54,1,,0.0,54.54
719,East,Massachusetts,Winthrop,2152,39.6,1,39.6,1,,0.0,39.6
720,East,Massachusetts,Woburn,1801,104.23,1,104.23,1,,0.0,104.23
721,East,Massachusetts,Worcester,1605,30.15,1,30.15,1,,0.0,30.15
722,East,Massachusetts,Worcester,1607,65.78,1,65.78,1,,0.0,65.78
723,East,Massachusetts,Worcester,1610,24.3,1,24.3,1,,0.0,24.3
724,East,Massachusetts,Yarmouth,2664,62.58,1,62.58,1,,0.0,62.58
725,East,New Hampshire,Bedford,3110,687.79,3,229.26,3,,0.0,229.26
726,East,New Hampshire,Concord,3301,6428.25,3,2142.75,4,,0.0,1607.06
727,East,New Hampshire,Derry,3038,6919.95,6,1153.33,6,,0.0,1153.33
728,East,New Hampshire,Dover,3820,4373.17,6,728.86,6,,0.0,728.86
729,East,New Hampshire,Goffstown,3045,1056.3,3,352.1,3,,0.0,352.1
730,East,New Hampshire,Hampton,3842,92.88,2,46.44,2,,0.0,46.44
731,East,New Hampshire,Hudson,3051,899.83,3,299.94,3,,0.0,299.94
732,East,New Hampshire,Keene,3431,205.22,3,68.41,3,,0.0,68.41
733,East,New Hampshire,Laconia,3246,3556.52,2,1778.26,2,,0.0,1778.26
734,East,New Hampshire,Londonderry,3053,205.47,4,51.37,4,,0.0,51.37
735,East,New Hampshire,Manchester,3101,1768.08,3,589.36,3,,0.0,589.36
736,East,New Hampshire,Merrimack,3054,1651.51,3,550.5,3,,0.0,550.5
737,East,New Hampshire,Nashua,3060,784.56,3,261.52,3,,0.0,261.52
738,East,New Hampshire,Portsmouth,3801,5345.4,3,1781.8,3,,0.0,1781.8
739,East,New Hampshire,Rochester,3839,3155.48,3,1051.83,3,,0.0,1051.83
740,East,New Hampshire,Salem,3079,2858.32,3,952.77,3,,0.0,952.77
741,East,New Jersey,Asbury Park,7712,645.62,3,215.21,3,,0.0,215.21
742,East,New Jersey,Atlantic City,8401,9129.25,2,4564.63,2,,0.0,4564.63
743,East,New Jersey,Avenel,7001,83.72,2,41.86,2,,0.0,41.86
744,East,New Jersey,Bayonne,7002,127.71,2,63.86,2,,0.0,63.86
745,East,New Jersey,Belleville,7109,777.09,2,388.55,2,,0.0,388.55
746,East,New Jersey,Bergenfield,7621,437.78,2,218.89,2,,0.0,218.89
747,East,New Jersey,Bloomfield,7003,1194.89,2,597.45,2,,0.0,597.45
748,East,New Jersey,Bridgeton,8302,954.21,2,477.11,2,,0.0,477.11
749,East,New Jersey,Camden,8101,2142.51,2,1071.26,2,,0.0,1071.26
750,East,New Jersey,Carteret,7008,166.09,2,83.05,2,,0.0,83.05
751,East,New Jersey,Cherry Hill,8002,211.29,2,105.65,2,,0.0,105.65
752,East,New Jersey,Cliffside Park,7010,3660.21,2,1830.11,2,,0.0,1830.11
753,East,New Jersey,Clifton,7011,347.31,2,173.66,2,,0.0,173.66
754,East,New Jersey,Colonia,7067,486.15,2,243.08,2,,0.0,243.08
755,East,New Jersey,Cranford,7016,8204.63,2,4102.32,2,,0.0,4102.32
756,East,New Jersey,Dover,7801,223.93,3,74.64,3,,0.0,74.64
757,East,New Jersey,Dumont,7628,1863.96,2,931.98,2,,0.0,931.98
758,East,New Jersey,East Brunswick,8816,788.85,2,394.43,2,,0.0,394.43
759,East,New Jersey,East Orange,7017,888.23,2,444.12,2,,0.0,444.12
760,East,New Jersey,Edison,8817,1626.24,3,542.08,3,,0.0,542.08
761,East,New Jersey,Elizabeth,7201,4285.89,2,2142.95,2,,0.0,2142.95
762,East,New Jersey,Elmwood Park,7407,1057.42,2,528.71,2,,0.0,528.71
763,East,New Jersey,Englewood,7631,934.23,2,467.12,2,,0.0,467.12
764,East,New Jersey,Ewing,8618,468.86,2,234.43,2,,0.0,234.43
765,East,New Jersey,Fair Lawn,7410,1079.28,2,539.64,2,,0.0,539.64
766,East,New Jersey,Fords,8863,402.92,2,201.46,2,,0.0,201.46
767,East,New Jersey,Fort Lee,7024,469.15,2,234.58,2,,0.0,234.58
768,East,New Jersey,Garfield,7026,348.72,2,174.36,2,,0.0,174.36
769,East,New Jersey,Glassboro,8028,1111.42,2,555.71,2,,0.0,555.71
770,East,New Jersey,Hackensack,7601,5328.89,4,1332.22,4,,0.0,1332.22
771,East,New Jersey,Hawthorne,7506,1256.53,5,251.31,5,,0.0,251.31
772,East,New Jersey,Hillside,7205,102.96,1,102.96,1,,0.0,102.96
773,East,New Jersey,Hoboken,7030,158.44,2,79.22,2,,0.0,79.22
774,East,New Jersey,Hopatcong,7843,1305.32,2,652.66,2,,0.0,652.66
775,East,New Jersey,Irvington,7111,638.43,2,319.22,2,,0.0,319.22
776,East,New Jersey,Iselin,8830,1022.27,2,511.14,2,,0.0,511.14
777,East,New Jersey,Jersey City,7097,676.49,2,338.25,2,,0.0,338.25
778,East,New Jersey,Kearny,7032,2.56,1,2.56,1,,0.0,2.56
779,East,New Jersey,Lakewood,8701,2011.62,2,1005.81,2,,0.0,1005.81
780,East,New Jersey,Linden,7036,14.6,2,7.3,2,,0.0,7.3
781,East,New Jersey,Lindenwold,8021,875.63,3,291.88,3,,0.0,291.88
782,East,New Jersey,Livingston,7039,6636.64,2,3318.32,2,,0.0,3318.32
783,East,New Jersey,Lodi,7644,6625.33,2,3312.67,2,,0.0,3312.67
784,East,New Jersey,Long Branch,7740,957.85,1,957.85,1,,0.0,957.85
785,East,New Jersey,Lyndhurst,7071,564.26,1,564.26,1,,0.0,564.26
786,East,New Jersey,Madison,7940,38.98,2,19.49,2,,0.0,19.49
787,East,New Jersey,Maple Shade,8052,9771.17,2,4885.59,2,,0.0,4885.59
788,East,New Jersey,Maplewood,7040,693.94,2,346.97,2,,0.0,346.97
789,East,New Jersey,Millville,8332,900.38,2,450.19,2,,0.0,450.19
790,East,New Jersey,Montclair,7042,1737.28,2,868.64,2,,0.0,868.64
791,East,New Jersey,Morristown,7960,34.32,2,17.16,2,,0.0,17.16
792,East,New Jersey,New Brunswick,8901,670.61,2,335.31,2,,0.0,335.31
793,East,New Jersey,New Milford,7646,763.65,2,381.83,2,,0.0,381.83
794,East,New Jersey,Newark,7101,20423.93,5,4084.79,7,,0.0,2917.7
795,East,New Jersey,North Arlington,7031,4684.64,2,2342.32,2,,0.0,2342.32
796,East,New Jersey,North Bergen,7047,94.24,2,47.12,2,,0.0,47.12
797,East,New Jersey,North Plainfield,7060,724.32,1,724.32,1,,0.0,724.32
798,East,New Jersey,Nutley,7110,271.0,2,135.5,2,,0.0,135.5
799,East,New Jersey,Ocean City,8226,402.3,1,402.3,1,,0.0,402.3
800,East,New Jersey,Old Bridge,8857,2281.96,2,1140.98,2,,0.0,1140.98
801,East,New Jersey,Orange,7050,3261.2,2,1630.6,2,,0.0,1630.6
802,East,New Jersey,Palisades Park,7650,256.52,2,128.26,2,,0.0,128.26
803,East,New Jersey,Paramus,7652,584.77,2,292.39,2,,0.0,292.39
804,East,New Jersey,Parsippany,7054,95.05,2,47.53,2,,0.0,47.53
805,East,New Jersey,Passaic,7055,2020.44,2,1010.22,2,,0.0,1010.22
806,East,New Jersey,Paterson,7501,209.43,3,69.81,3,,0.0,69.81
807,East,New Jersey,Pennsauken,8109,217.86,2,108.93,2,,0.0,108.93
808,East,New Jersey,Perth Amboy,8861,1754.64,1,1754.64,1,,0.0,1754.64
809,East,New Jersey,Phillipsburg,8865,58.86,1,58.86,1,,0.0,58.86
810,East,New Jersey,Plainfield,7060,33.66,1,33.66,1,,0.0,33.66
811,East,New Jersey,Pleasantville,8232,246.03,1,246.03,1,,0.0,246.03
812,East,New Jersey,Rahway,7065,38.64,1,38.64,1,,0.0,38.64
813,East,New Jersey,Ridgewood,7450,124.71,1,124.71,1,,0.0,124.71
814,East,New Jersey,Roselle,7203,700.08,3,233.36,3,,0.0,233.36
815,East,New Jersey,Rutherford,7070,3.16,1,3.16,1,,0.0,3.16
816,East,New Jersey,Sayreville,8871,51.76,1,51.76,1,,0.0,51.76
817,East,New Jersey,Scotch Plains,7076,70.74,1,70.74,1,,0.0,70.74
818,East,New Jersey,Secaucus,7094,1699.29,1,1699.29,1,,0.0,1699.29
819,East,New Jersey,Somerset,8873,52.56,1,52.56,1,,0.0,52.56
820,East,New Jersey,South Orange,7079,2166.05,2,1083.03,3,,0.0,722.02
821,East,New Jersey,South Plainfield,7080,37.17,1,37.17,1,,0.0,37.17
822,East,New Jersey,South Vineland,8360,72.45,1,72.45,1,,0.0,72.45
823,East,New Jersey,Summit,7901,395.7,1,395.7,1,,0.0,395.7
824,East,New Jersey,Teaneck,7666,1271.82,1,1271.82,1,,0.0,1271.82
825,East,New Jersey,Tinton Falls,7701,16.48,1,16.48,1,,0.0,16.48
826,East,New Jersey,Toms River,8753,2835.6,1,2835.6,1,,0.0,2835.6
827,East,New Jersey,Trenton,8601,55.0,1,55.0,1,,0.0,55.0
828,East,New Jersey,Union,7083,108.46,1,108.46,1,,0.0,108.46
829,East,New Jersey,Union City,7086,96.94,1,96.94,1,,0.0,96.94
830,East,New Jersey,Vineland,8360,15.6,1,15.6,1,,0.0,15.6
831,East,New Jersey,Wayne,7470,719.95,1,719.95,1,,0.0,719.95
832,East,New Jersey,West Milford,7480,57.0,1,57.0,1,,0.0,57.0
833,East,New Jersey,West Orange,7052,56.7,1,56.7,1,,0.0,56.7
834,East,New Jersey,Westfield,7090,2782.2,1,2782.2,1,,0.0,2782.2
835,East,New Jersey,Willingboro,8046,3212.4,1,3212.4,1,,0.0,3212.4
836,East,New Jersey,Woodbridge,7095,159.68,1,159.68,1,,0.0,159.68
837,East,New Jersey,Wyckoff,7481,58.3,1,58.3,1,,0.0,58.3
838,East,New York,Albany,12208,1655.5,2,827.75,2,,0.0,827.75
839,East,New York,Auburn,13021,1949.27,1,1949.27,6,,0.0,324.88
840,East,New York,Bethpage,11714,299.5,2,149.75,4,,0.0,74.88
841,East,New York,Binghamton,13905,655.98,1,655.98,3,,0.0,218.66
842,East,New York,Brooklyn,11226,563.1,2,281.55,5,,0.0,112.62
843,East,New York,Buffalo,14215,3483.98,2,1741.99,2,,0.0,1741.99
844,East,New York,Centereach,11720,27396.18,2,13698.09,5,,0.0,5479.24
845,East,New York,Central Islip,11722,1564.78,1,1564.78,3,,0.0,521.59
846,East,New York,Cheektowaga,14225,9057.12,1,9057.12,2,,0.0,4528.56
847,East,New York,Cohoes,12047,2269.11,2,1134.56,3,,0.0,756.37
848,East,New York,Commack,11725,3191.14,2,1595.57,5,,0.0,638.23
849,East,New York,Coram,11727,1340.66,1,1340.66,5,,0.0,268.13
850,East,New York,Deer Park,11729,886.13,1,886.13,7,,0.0,126.59
851,East,New York,Depew,14043,1858.64,2,929.32,6,,0.0,309.77
852,East,New York,Dix Hills,11746,3954.75,2,1977.38,6,,0.0,659.13
853,East,New York,East Massapequa,11758,4723.04,1,4723.04,4,,0.0,1180.76
854,East,New York,East Meadow,11554,5220.93,2,2610.47,6,,0.0,870.16
855,East,New York,Elmira,14901,12415.39,1,12415.39,4,,0.0,3103.85
856,East,New York,Franklin Square,11010,14109.64,1,14109.64,4,,0.0,3527.41
857,East,New York,Freeport,11520,4170.74,1,4170.74,3,,0.0,1390.25
858,East,New York,Glen Cove,11542,5937.71,1,5937.71,5,,0.0,1187.54
859,East,New York,Harrison,10528,15790.76,2,7895.38,3,,0.0,5263.59
860,East,New York,Hempstead,11550,3879.21,2,1939.61,3,,0.0,1293.07
861,East,New York,Hicksville,11801,12652.1,1,12652.1,3,,0.0,4217.37
862,East,New York,Holbrook,11741,4797.7,1,4797.7,4,,0.0,1199.43
863,East,New York,Ithaca,14853,1774.31,2,887.16,5,,0.0,354.86
864,East,New York,Jamestown,14701,5285.3,1,5285.3,4,,0.0,1321.33
865,East,New York,Kenmore,14217,5602.36,1,5602.36,2,,0.0,2801.18
866,East,New York,Levittown,11756,3772.18,1,3772.18,5,,0.0,754.44
867,East,New York,Lindenhurst,11757,975.9,2,487.95,3,,0.0,325.3
868,East,New York,Long Beach,11561,501.92,1,501.92,2,,0.0,250.96
869,East,New York,Mount Vernon,10550,2776.91,2,1388.46,5,,0.0,555.38
870,East,New York,New City,10956,13153.35,1,13153.35,4,,0.0,3288.34
871,East,New York,New Rochelle,10801,6262.95,1,6262.95,2,,0.0,3131.48
872,East,New York,New York City,10004,6637.25,1,6637.25,8,,0.0,829.66
873,East,New York,New York City,10009,11599.06,1,11599.06,4,,25.0,2899.77
874,East,New York,New York City,10011,19868.46,1,19868.46,5,,0.0,3973.69
875,East,New York,New York City,10012,19257.55,1,19257.55,8,,12.5,2407.19
876,East,New York,New York City,10013,13203.99,1,13203.99,6,,0.0,2200.67
877,East,New York,New York City,10024,25639.66,1,25639.66,8,,0.0,3204.96
878,East,New York,New York City,10035,5996.78,1,5996.78,4,,0.0,1499.2
879,East,New York,New York City,10039,2406.06,1,2406.06,4,,0.0,601.52
880,East,New York,New York City,10045,27716.08,1,27716.08,5,,0.0,5543.22
881,East,New York,New York City,10112,29672.19,1,29672.19,10,,10.0,2967.22
882,East,New York,New York City,10115,17298.76,1,17298.76,5,,20.0,3459.75
883,East,New York,New York City,10154,38153.64,1,38153.64,7,,28.57,5450.52
884,East,New York,New York City,10165,84693.31,1,84693.31,6,,33.33,14115.55
885,East,New York,New York City,10170,11905.84,1,11905.84,7,,0.0,1700.83
886,East,New York,New York City,10177,174223.19,5,34844.64,36,,8.33,4839.53
887,East,New York,New York City,10280,2437.63,2,1218.82,5,,20.0,487.53
888,East,New York,New York City,10282,34539.04,2,17269.52,11,,18.18,3139.91
889,East,New York,Niagara Falls,14304,12430.72,1,12430.72,3,,0.0,4143.57
890,East,New York,North Babylon,11703,540.8,1,540.8,3,,0.0,180.27
891,East,New York,North Tonawanda,14120,3972.81,2,1986.41,4,,0.0,993.2
892,East,New York,Oceanside,11572,2107.1,2,1053.55,4,,0.0,526.78
893,East,New York,Ossining,10562,4117.5,1,4117.5,4,,0.0,1029.38
894,East,New York,Plainview,11803,3220.11,2,1610.06,6,,0.0,536.69
895,East,New York,Port Chester,10573,6862.53,2,3431.27,11,,0.0,623.87
896,East,New York,Rochester,14609,7293.5,1,7293.5,4,,0.0,1823.38
897,East,New York,Rome,13440,6757.46,2,3378.73,4,,0.0,1689.37
898,East,New York,Roosevelt,11575,1038.41,1,1038.41,3,,0.0,346.14
899,East,New York,Rotterdam,12306,1048.55,1,1048.55,4,,0.0,262.14
900,East,New York,Rye,10580,2593.79,1,2593.79,3,,0.0,864.6
901,East,New York,Scarsdale,10583,2719.11,1,2719.11,3,,0.0,906.37
902,East,New York,Schenectady,12306,4099.19,1,4099.19,5,,0.0,819.84
903,East,New York,Shirley,11967,4286.42,2,2143.21,6,,0.0,714.4
904,East,New York,Smithtown,11787,557.22,2,278.61,7,,0.0,79.6
905,East,New York,Syracuse,13210,3277.47,2,1638.74,5,,0.0,655.49
906,East,New York,Tonawanda,14150,9954.82,1,9954.82,5,,0.0,1990.96
907,East,New York,Troy,12180,2548.47,2,1274.24,6,,0.0,424.75
908,East,New York,Utica,13501,3955.09,1,3955.09,6,,0.0,659.18
909,East,New York,Valley Stream,11580,2282.62,2,1141.31,6,,0.0,380.44
910,East,New York,Watertown,13601,14690.71,1,14690.71,6,,0.0,2448.45
911,East,New York,West Babylon,11704,3682.91,1,3682.91,4,,0.0,920.73
912,East,New York,West Islip,11795,3048.05,2,1524.03,6,,0.0,508.01
913,East,New York,West Seneca,14224,609.79,1,609.79,5,,0.0,121.96
914,East,New York,White Plains,10605,3471.73,1,3471.73,4,,0.0,867.93
915,East,New York,Woodmere,11598,988.78,2,494.39,4,,0.0,247.2
916,East,New York,Yonkers,10701,4837.13,1,4837.13,6,,0.0,806.19
917,East,Ohio,Akron,44312,3870.85,1,3870.85,4,,0.0,967.71
918,East,Ohio,Austintown,44515,10051.51,2,5025.76,6,,0.0,1675.25
919,East,Ohio,Beavercreek,45431,1957.92,2,978.96,3,,0.0,652.64
920,East,Ohio,Berea,44017,452.16,1,452.16,4,,0.0,113.04
921,East,Ohio,Boardman,44512,2952.43,1,2952.43,3,,0.0,984.14
922,East,Ohio,Bowling Green,43402,5243.48,1,5243.48,4,,0.0,1310.87
923,East,Ohio,Canton,44708,1992.6,1,1992.6,3,,0.0,664.2
924,East,Ohio,Cincinnati,45231,16498.5,1,16498.5,5,,0.0,3299.7
925,East,Ohio,Cleveland,44105,11549.12,2,5774.56,7,,0.0,1649.87
926,East,Ohio,Cleveland Heights,44106,4786.9,1,4786.9,5,,0.0,957.38
927,East,Ohio,Columbus,43229,976.74,2,488.37,5,,0.0,195.35
928,East,Ohio,Cuyahoga Falls,44221,2354.78,2,1177.39,4,,0.0,588.7
929,East,Ohio,Dayton,45406,6525.31,1,6525.31,5,,0.0,1305.06
930,East,Ohio,Delaware,43015,4009.52,2,2004.76,5,,0.0,801.9
931,East,Ohio,Dublin,43017,2378.67,2,1189.34,3,,0.0,792.89
932,East,Ohio,East Cleveland,44112,3223.02,2,1611.51,4,,0.0,805.76
933,East,Ohio,Elyria,44035,848.92,1,848.92,4,,0.0,212.23
934,East,Ohio,Euclid,44117,2022.97,2,1011.49,5,,0.0,404.59
935,East,Ohio,Fairborn,45324,9923.96,2,4961.98,6,,0.0,1653.99
936,East,Ohio,Fairfield,45014,3994.77,1,3994.77,6,,0.0,665.8
937,East,Ohio,Findlay,45840,1479.99,2,740.0,4,,0.0,370.0
938,East,Ohio,Gahanna,43230,5287.74,2,2643.87,3,,0.0,1762.58
939,East,Ohio,Garfield Heights,44125,5184.81,1,5184.81,6,,0.0,864.14
940,East,Ohio,Grove City,43123,6351.98,2,3175.99,4,,0.0,1588.0
941,East,Ohio,Hamilton,45011,1017.53,1,1017.53,2,,0.0,508.77
942,East,Ohio,Hilliard,43026,7683.99,2,3842.0,5,,0.0,1536.8
943,East,Ohio,Huber Heights,45424,4291.49,1,4291.49,5,,0.0,858.3
944,East,Ohio,Hudson,44236,13883.57,1,13883.57,4,,0.0,3470.89
945,East,Ohio,Kent,44240,22809.09,1,22809.09,7,,0.0,3258.44
946,East,Ohio,Kettering,45429,1696.7,2,848.35,3,,0.0,565.57
947,East,Ohio,Lakewood,44107,2365.02,2,1182.51,3,,0.0,788.34
948,East,Ohio,Lancaster,43130,431.97,1,431.97,3,,0.0,143.99
949,East,Ohio,Lima,45801,7242.55,2,3621.28,6,,0.0,1207.09
950,East,Ohio,Lorain,44052,1085.45,1,1085.45,3,,0.0,361.82
951,East,Ohio,Mansfield,44903,983.07,2,491.54,5,,0.0,196.61
952,East,Ohio,Marion,43302,4514.0,1,4514.0,6,,0.0,752.33
953,East,Ohio,Mason,45040,3494.26,2,1747.13,4,,0.0,873.57
954,East,Ohio,Massillon,44646,6314.24,2,3157.12,8,,0.0,789.28
955,East,Ohio,Medina,44256,2518.08,2,1259.04,6,,0.0,419.68
956,East,Ohio,Mentor,44060,298.37,2,149.19,3,,0.0,99.46
957,East,Ohio,Middletown,45042,158.18,1,158.18,4,,0.0,39.55
958,East,Ohio,Mount Vernon,43050,4722.24,2,2361.12,6,,0.0,787.04
959,East,Ohio,Newark,43055,1520.23,1,1520.23,3,,0.0,506.74
960,East,Ohio,North Olmsted,44070,1562.86,2,781.43,6,,0.0,260.48
961,East,Ohio,North Ridgeville,44039,3988.13,1,3988.13,5,,0.0,797.63
962,East,Ohio,North Royalton,44133,3664.22,1,3664.22,6,,0.0,610.7
963,East,Ohio,Parma,44134,163.74,1,163.74,1,,0.0,163.74
964,East,Ohio,Reynoldsburg,43068,1035.62,2,517.81,5,,0.0,207.12
965,East,Ohio,Sandusky,44870,1356.97,1,1356.97,6,,0.0,226.16
966,East,Ohio,Shaker Heights,44118,10174.89,2,5087.45,6,,0.0,1695.82
967,East,Ohio,Springfield,45503,3909.73,1,3909.73,3,,0.0,1303.24
968,East,Ohio,Steubenville,43952,12546.6,2,6273.3,7,,0.0,1792.37
969,East,Ohio,Stow,44224,1494.48,1,1494.48,6,,0.0,249.08
970,East,Ohio,Strongsville,44136,5577.49,1,5577.49,5,,0.0,1115.5
971,East,Ohio,Toledo,43615,3755.34,1,3755.34,4,,0.0,938.84
972,East,Ohio,Troy,45373,2853.02,1,2853.02,4,,0.0,713.26
973,East,Ohio,Upper Arlington,43221,2353.27,1,2353.27,4,,0.0,588.32
974,East,Ohio,Warren,44483,5711.68,1,5711.68,3,,0.0,1903.89
975,East,Ohio,Westerville,43081,6352.67,2,3176.34,6,,0.0,1058.78
976,East,Ohio,Westlake,44145,4587.64,1,4587.64,4,,0.0,1146.91
977,East,Ohio,Whitehall,43213,2096.77,1,2096.77,4,,0.0,524.19
978,East,Ohio,Willoughby,44094,3216.8,1,3216.8,4,,0.0,804.2
979,East,Ohio,Wooster,44691,2012.59,2,1006.3,5,,0.0,402.52
980,East,Ohio,Xenia,45385,6344.41,2,3172.21,5,,0.0,1268.88
981,East,Ohio,Youngstown,44511,945.85,1,945.85,4,,0.0,236.46
982,East,Pennsylvania,Allentown,18103,3066.29,1,3066.29,6,,0.0,511.05
983,East,Pennsylvania,Altoona,16602,2816.37,2,1408.19,6,,0.0,469.4
984,East,Pennsylvania,Baldwin,15234,4315.44,1,4315.44,3,,0.0,1438.48
985,East,Pennsylvania,Bethel Park,15102,932.53,2,466.27,4,,0.0,233.13
986,East,Pennsylvania,Bethlehem,18018,997.39,1,997.39,2,,0.0,498.7
987,East,Pennsylvania,Chambersburg,17201,349.58,1,349.58,3,,0.0,116.53
988,East,Pennsylvania,Chester,19013,2217.24,1,2217.24,3,,0.0,739.08
989,East,Pennsylvania,Drexel Hill,19026,4035.34,3,1345.11,6,,0.0,672.56
990,East,Pennsylvania,Easton,18040,3622.53,1,3622.53,4,,0.0,905.63
991,East,Pennsylvania,Erie,16509,820.28,1,820.28,3,,0.0,273.43
992,East,Pennsylvania,Greensburg,15601,2361.66,1,2361.66,7,,0.0,337.38
993,East,Pennsylvania,Hanover,17331,1245.68,1,1245.68,5,,0.0,249.14
994,East,Pennsylvania,Harrisburg,17112,7766.18,2,3883.09,6,,0.0,1294.36
995,East,Pennsylvania,Hazleton,18201,2859.58,1,2859.58,3,,0.0,953.19
996,East,Pennsylvania,Hermitage,16148,7141.67,1,7141.67,3,,0.0,2380.56
997,East,Pennsylvania,King of Prussia,19406,2292.44,2,1146.22,5,,0.0,458.49
998,East,Pennsylvania,Lancaster,17602,2568.13,1,2568.13,5,,0.0,513.63
999,East,Pennsylvania,Levittown,19057,2473.2,1,2473.2,2,,0.0,1236.6
1000,East,Pennsylvania,McKeesport,15131,1097.21,1,1097.21,5,,0.0,219.44
1001,East,Pennsylvania,Monroeville,15146,1534.2,2,767.1,5,,0.0,306.84
1002,East,Pennsylvania,Mount Lebanon,15228,8109.63,1,8109.63,6,,0.0,1351.61
1003,East,Pennsylvania,Norristown,19401,938.09,1,938.09,4,,0.0,234.52
1004,East,Pennsylvania,Penn Hills,15235,2105.3,1,2105.3,5,,0.0,421.06
1005,East,Pennsylvania,Philadelphia,19112,43150.53,1,43150.53,13,,7.69,3319.27
1006,East,Pennsylvania,Philadelphia,19120,5891.86,1,5891.86,1,,0.0,5891.86
1007,East,Pennsylvania,Philadelphia,19134,60623.82,2,30311.91,11,,9.09,5511.26
1008,East,Pennsylvania,Philadelphia,19140,42470.09,1,42470.09,6,,116.67,7078.35
1009,East,Pennsylvania,Philadelphia,19143,3798.13,1,3798.13,3,,0.0,1266.04
1010,East,Pennsylvania,Pittsburgh,15122,4790.83,1,4790.83,7,,0.0,684.4
1011,East,Pennsylvania,Plum,15239,12318.54,2,6159.27,5,,0.0,2463.71
1012,East,Pennsylvania,Pottstown,19464,3672.98,1,3672.98,4,,0.0,918.25
1013,East,Pennsylvania,Radnor,19087,4111.34,2,2055.67,4,,0.0,1027.84
